Linux 7.2.0-rc5-virtme (virtme-ng) 	08/02/26 	_x86_64_	(4 CPU)

08:08:01      %sio-10   %sio-60  %sio-300      %sio   %fio-10   %fio-60  %fio-300      %fio
08:36:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:26         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:31         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:36         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:41         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:46         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:51         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:36:56         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:37:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:37:06         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:37:11         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:37:16         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:37:21         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
